"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"2011-068","2011-068-01","2011-068-01-01","2011-068-01-01-01",6/18/2012,7,,"132 S. Ct. 2221","183 L. Ed. 2d 89","2012 U.S. LEXIS 4658",2011,1704,"Roberts","10-8505","WILLIAMS v. ILLINOIS",12/6/2011,,137,,28,17,1,,,0,302,17,300,17,0,12,2,1,1,2,0,0,0,0,10270,1,1,0,2,,2,213,"NA",112,111,1,5,4
"2011-069","2011-069-01","2011-069-01-01","2011-069-01-01-01",6/21/2012,1,,"132 S. Ct. 2344","183 L. Ed. 2d 318","2012 U.S. LEXIS 4662",2011,1704,"Roberts","11-94","SOUTHERN UNION CO. v. UNITED STATES",3/19/2012,,141,,27,,1,,,0,113,,21,,0,2,2,2,1,4,0,1,0,0,10560,1,2,0,4,,6,600,"42-6928",113,111,1,6,3
"2011-070","2011-070-01","2011-070-01-01","2011-070-01-01-01",6/21/2012,1,,"132 S. Ct. 2277","183 L. Ed. 2d 281","2012 U.S. LEXIS 4663",2011,1704,"Roberts","10-1121","DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000",1/10/2012,,8,6,249,,1,,,0,49,,29,,1,12,4,2,1,4,0,1,0,0,70060,7,1,0,2,,2,200,"NA",112,111,1,7,2
"2011-071","2011-071-01","2011-071-01-01","2011-071-01-01-01",6/21/2012,1,,"132 S. Ct. 2321","183 L. Ed. 2d 250","2012 U.S. LEXIS 4664",2011,1704,"Roberts","11-5683","EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES",4/17/2012,,126,,27,,1,,,0,66,,27,,0,2,2,1,1,5,0,1,0,0,10040,1,2,0,4,7,6,600,"124 Stat 2377",110,106,1,5,4
"2011-072","2011-072-01","2011-072-01-01","2011-072-01-01-01",6/21/2012,1,,"132 S. Ct. 2307","183 L. Ed. 2d 234","2012 U.S. LEXIS 4661",2011,1704,"Roberts","10-1293","FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al.",1/10/2012,,338,,246,,1,,,0,22,,22,,0,12,,1,1,5,0,0,0,0,40010,4,2,0,1,,2,207,"NA",106,111,1,8,0
"2011-073","2011-073-01","2011-073-01-01","2011-073-01-01-01",6/25/2012,2,,"132 S. Ct. 2490","183 L. Ed. 2d 448","2012 U.S. LEXIS 4666",2011,1704,"Roberts","11-1179","AMERICAN TRADITION PARTNERSHIP, INC., FKA WESTERN TRADITION PARTNERSHIP, INC., et al. v. STEVE BULLOCK, ATTORNEY GENERAL OF MONTANA, et al.",,,122,,19,31,1,,,0,302,31,300,31,0,12,9,2,3,3,0,1,0,0,30020,3,2,0,2,,2,200,"NA",,111,1,5,4
"2011-074","2011-074-01","2011-074-01-01","2011-074-01-01-01",6/25/2012,1,,"132 S. Ct. 2455","183 L. Ed. 2d 407","2012 U.S. LEXIS 4873",2011,1704,"Roberts","10-9646","EVAN MILLER, PETITIONER v. ALABAMA",3/20/2012,,175,,28,1,1,,,0,302,1,300,1,0,12,2,1,3,4,0,1,0,0,10130,1,2,0,2,,2,221,"NA",114,106,1,5,4
"2011-075","2011-075-01","2011-075-01-01","2011-075-01-01-01",6/25/2012,1,,"132 S. Ct. 2492","183 L. Ed. 2d 351","2012 U.S. LEXIS 4872",2011,1704,"Roberts","11-182","ARIZONA, et al., PETITIONERS v. UNITED STATES",4/25/2012,,28,4,27,,1,,,0,45,,29,,1,10,2,2,1,7,0,0,0,0,100030,10,2,0,1,,1,148,"NA",106,111,1,5,3
"2011-076","2011-076-01","2011-076-01-01","2011-076-01-01-01",6/28/2012,7,,"132 S. Ct. 2537","183 L. Ed. 2d 574","2012 U.S. LEXIS 4879",2011,1704,"Roberts","11-210","UNITED STATES, PETITIONER v. XAVIER ALVAREZ",2/22/2012,,27,,250,,1,,,0,48,,29,,1,12,3,2,2,2,0,0,0,0,30010,3,2,0,1,4,6,600,"18-704",106,111,1,6,3
"2011-077","2011-077-01","2011-077-01-01","2011-077-01-01-01",6/28/2012,1,,"132 S. Ct. 2566","183 L. Ed. 2d 450","2012 U.S. LEXIS 4876",2011,1704,"Roberts","11-393","NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",3/26/2012,,207,,363,,1,,,0,57,,31,,0,2,2,1,1,6,0,0,0,0,100120,10,2,0,1,4,1,110,"NA",111,111,1,5,4
"2011-080","2011-080-01","2011-080-01-01","2011-080-01-01-01",6/28/2012,6,,"132 S. Ct. 2536","183 L. Ed. 2d 611","2012 U.S. LEXIS 4875",2011,1704,"Roberts","10-708","FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS",11/28/2011,,113,,134,,1,,,0,48,,29,,0,12,7,3,1,9,0,0,0,0,90150,9,3,0,,,9,900,"NA",,111,1,9,0
"2012-001","2012-001-01","2012-001-01-01","2012-001-01-01-01",12/4/2012,1,,"133 S. Ct. 511","184 L. Ed. 2d 417","2012 U.S. LEXIS 9409",2012,1704,"Roberts","11-597","ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES",10/3/2012,,4,5,27,,1,,,0,3,,8,,0,11,3,2,1,4,0,1,0,0,40070,4,1,0,,1,2,211,"NA",109,111,1,8,0
"2012-002","2012-002-01","2012-002-01-01","2012-002-01-01-01",11/5/2012,2,,"133 S. Ct. 9","184 L. Ed. 2d 313","2012 U.S. LEXIS 8566",2012,1704,"Roberts","12-168","STEVEN LEFEMINE, DBA COLUMBIA CHRISTIANS FOR LIFE v. DAN WIDEMAN et al.",,,218,,19,48,1,,,0,114,,24,,0,12,2,1,1,5,0,1,0,0,60010,6,2,0,4,,3,328,"NA",,111,1,9,0
"2012-003","2012-003-01","2012-003-01-01","2012-003-01-01-01",11/26/2012,2,,"133 S. Ct. 500","184 L. Ed. 2d 328","2012 U.S. LEXIS 8897",2012,1704,"Roberts","11-1377","NITRO-LIFT TECHNOLOGIES, L.L.C. v. EDDIE LEE HOWARD et al.",,,151,,145,,1,,,0,302,42,300,42,0,12,3,2,1,5,0,1,0,0,70010,7,1,0,4,4,3,388,"NA",,111,1,9,0
"2012-004","2012-004-01","2012-004-01-01","2012-004-01-01-01",11/13/2012,1,,"133 S. Ct. 12","184 L. Ed. 2d 317","2012 U.S. LEXIS 8705",2012,1704,"Roberts","11-192","UNITED STATES, PETITIONER v. JAMES X. BORMES",10/2/2012,,27,,111,,1,,,0,66,,8,,0,12,5,2,1,5,0,1,0,0,50010,5,1,0,4,,6,600,"15-1681b",105,111,1,9,0
"2012-005","2012-005-01","2012-005-01-01","2012-005-01-01-01",12/10/2012,1,,"133 S. Ct. 596","184 L. Ed. 2d 317","2012 U.S. LEXIS 9420",2012,1704,"Roberts","11-184","CAROLYN M. KLOECKNER, PETITIONER v. HILDA L. SOLIS, SECRETARY OF LABOR",10/2/2012,,13,30,371,,1,,,0,86,,28,,0,12,2,1,1,4,0,1,0,0,20400,2,2,0,5,4,6,600,"5-1101",114,111,1,9,0
"2012-006","2012-006-01","2012-006-01-01","2012-006-01-01-01",1/9/2013,1,,"133 S. Ct. 714","184 L. Ed. 2d 570","2013 U.S. LEXIS 601",2012,1704,"Roberts","11-8976","CALVIN SMITH, PETITIONER v. UNITED STATES",11/6/2012,,137,,27,,1,,,0,55,,32,,0,12,2,1,1,2,0,0,0,0,10400,1,1,0,4,,3,362,"NA",105,111,1,9,0
"2012-007","2012-007-01","2012-007-01-01","2012-007-01-01-01",1/9/2013,1,,"133 S. Ct. 721","184 L. Ed. 2d 553","2013 U.S. LEXIS 602",2012,1704,"Roberts","11-982","ALREADY, LLC, DBA YUMS, PETITIONER v. NIKE, INC.",11/7/2012,,184,,184,,1,,,0,96,,22,,0,12,2,1,1,2,0,0,0,0,80200,8,1,0,1,,1,139,"NA",111,111,1,9,0
"2012-008","2012-008-01","2012-008-01-01","2012-008-01-01-01",1/8/2013,1,,"133 S. Ct. 710","184 L. Ed. 2d 547","2013 U.S. LEXIS 597",2012,1704,"Roberts","11-460","LOS ANGELES COUNTY FLOOD CONTROL DISTRICT PETITIONER v. NATURAL RESOURCES DEFENSE COUNCIL, INC., et al.",12/4/2012,,5,6,333,,1,33,,0,48,,29,,0,11,7,2,1,4,0,1,0,0,80130,8,1,0,4,,3,338,"NA",109,111,1,9,0
"2012-009","2012-009-01","2012-009-01-01","2012-009-01-01-01",1/8/2013,1,,"133 S. Ct. 696","184 L. Ed. 2d 528","2013 U.S. LEXIS 598",2012,1704,"Roberts","10-930","CHARLES L. RYAN, PETITIONER v. ERNEST VALENCIA GONZALES",10/9/2012,,19,4,136,,1,,,0,45,,29,,0,11,1,2,1,3,0,1,0,0,10020,1,1,0,4,,3,341,"NA",108,111,1,9,0
"2012-010","2012-010-01","2012-010-01-01","2012-010-01-01-01",1/15/2013,1,,"133 S. Ct. 735","184 L. Ed. 2d 604","2013 U.S. LEXIS 907",2012,1704,"Roberts","11-626","FANE LOZMAN, PETITIONER v. THE CITY OF RIVIERA BEACH, FLORIDA",10/1/2012,,195,,3,12,1,,,0,58,,31,,0,7,,2,1,3,0,0,0,0,40070,4,2,0,1,,2,211,"NA",110,111,1,7,2
"2012-011","2012-011-01","2012-011-01-01","2012-011-01-01-01",1/22/2013,1,,"133 S. Ct. 817","184 L. Ed. 2d 627","2013 U.S. LEXIS 915",2012,1704,"Roberts","11-1231","KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, PETITIONER v. AUBURN REGIONAL MEDICAL CENTER et al.",12/4/2012,,363,,180,,1,63,,0,55,,32,,0,2,,2,1,4,0,1,0,0,90120,9,2,0,4,5,3,309,"NA",109,111,1,9,0
"2012-012","2012-012-01","2012-012-01-01","2012-012-01-01-01",2/19/2013,1,,"133 S. Ct. 1017","185 L. Ed. 2d 1","2013 U.S. LEXIS 1122",2012,1704,"Roberts","11-1347","JEFFREY LEE CHAFIN, PETITIONER v. LYNNE HALES CHAFIN",12/5/2012,,129,,188,,1,,,0,42,,31,,0,12,9,1,1,5,0,1,0,0,20170,2,2,0,4,,5,509,"NA",111,111,1,9,0
"2012-013","2012-013-01","2012-013-01-01","2012-013-01-01-01",2/19/2013,1,,"133 S. Ct. 1031","185 L. Ed. 2d 19","2013 U.S. LEXIS 1075",2012,1704,"Roberts","11-770","CHUNON L. BAILEY, AKA POLO, PETITIONER v. UNITED STATES",11/1/2012,,126,,27,,1,,,0,94,,22,,0,2,2,1,1,4,0,1,0,0,10050,1,2,0,5,4,2,205,"NA",106,111,1,6,3
"2012-014","2012-014-01","2012-014-01-01","2012-014-01-01-01",2/19/2013,1,,"133 S. Ct. 1003","185 L. Ed. 2d 43","2013 U.S. LEXIS 1064",2012,1704,"Roberts","11-1160","FEDERAL TRADE COMMISSION, PETITIONER v. PHOEBE PUTNEY HEALTH SYSTEM, INC., et al.",11/26/2012,,357,,167,,1,57,,0,59,,31,,0,11,,1,1,4,0,0,0,0,80010,8,2,0,4,,3,310,"NA",113,111,1,9,0
"2012-015","2012-015-01","2012-015-01-01","2012-015-01-01-01",2/19/2013,1,,"133 S. Ct. 1050","185 L. Ed. 2d 61","2013 U.S. LEXIS 1121",2012,1704,"Roberts","11-817","FLORIDA, PETITIONER v. CLAYTON HARRIS",10/31/2012,,28,12,126,,1,,,0,301,12,300,12,0,12,3,1,1,3,0,0,0,0,10050,1,1,0,2,,2,205,"NA",114,111,1,9,0
"2012-016","2012-016-01","2012-016-01-01","2012-016-01-01-01",2/20/2013,1,,"133 S. Ct. 1121","185 L. Ed. 2d 85","2013 U.S. LEXIS 1611",2012,1704,"Roberts","11-9307","ARMARCION D. HENDERSON, PETITIONER v. UNITED STATES",11/28/2012,,137,,27,,1,,,0,,,25,,0,12,,1,1,4,0,1,0,0,10370,1,2,0,4,,4,401,"NA",110,111,1,6,3
"2012-017","2012-017-01","2012-017-01-01","2012-017-01-01-01",2/20/2013,1,,"133 S. Ct. 1088","185 L. Ed. 2d 105","2013 U.S. LEXIS 1610",2012,1704,"Roberts","11-465","DEBORAH K. JOHNSON, ACTING WARDEN, PETITIONER v. TARA SHENEVA WILLIAMS",10/3/2012,,19,38,229,,1,,,0,100,,29,,0,5,5,1,1,4,0,1,0,0,10580,1,1,0,2,,2,214,"NA",112,111,1,9,0
"2012-018","2012-018-01","2012-018-01-01","2012-018-01-01-01",2/20/2013,1,,"133 S. Ct. 1069","185 L. Ed. 2d 124","2013 U.S. LEXIS 1614",2012,1704,"Roberts","11-1327","LAMAR EVANS, PETITIONER v. MICHIGAN",11/6/2012,,100,,20,27,1,,,0,302,30,300,27,1,5,2,1,1,3,0,1,0,0,10170,1,2,0,2,,2,206,"NA",113,111,1,8,1
"2012-019","2012-019-01","2012-019-01-01","2012-019-01-01-01",2/20/2013,1,,"133 S. Ct. 1103","185 L. Ed. 2d 149","2013 U.S. LEXIS 1613",2012,1704,"Roberts","11-820","ROSELVA CHAIDEZ, PETITIONER v. UNITED STATES",11/1/2012,,106,,27,,1,68,,0,66,,27,,0,2,2,1,1,2,0,0,0,0,10040,1,1,0,1,7,2,214,"NA",114,111,1,7,2
"2012-020","2012-020-01","2012-020-01-01","2012-020-01-01-01",2/26/2013,1,,"133 S. Ct. 1166","185 L. Ed. 2d 242","2013 U.S. LEXIS 1859",2012,1704,"Roberts","11-1175","OLIVEA MARX, PETITIONER v. GENERAL REVENUE CORPORATION",11/7/2012,,134,,12,,1,,,0,52,,30,,1,2,2,1,1,2,0,0,0,0,80170,8,1,0,4,5,6,600,"15-1692",108,111,1,7,2
"2012-021","2012-021-01","2012-021-01-01","2012-021-01-01-01",2/26/2013,1,,"133 S. Ct. 1138","185 L. Ed. 2d 264","2013 U.S. LEXIS 1858",2012,1704,"Roberts","11-1025","JAMES R. CLAPPER, JR., DIRECTOR OF NATIONAL INTELLIGENCE, et al., PETITIONERS v. AMNESTY INTERNATIONAL USA et al.",10/29/2012,,327,,207,,1,,,0,96,,22,,1,2,3,2,1,4,0,1,0,0,90220,9,1,0,,,6,600,"50 USC 1881a",112,111,1,5,4
"2012-022","2012-022-01","2012-022-01-01","2012-022-01-01-01",2/27/2013,1,,"133 S. Ct. 1216","185 L. Ed. 2d 297","2013 U.S. LEXIS 1861",2012,1704,"Roberts","11-1274","MARC J. GABELLI AND BRUCE ALPERT, PETITIONERS v. SECURITIES AND EXCHANGE COMMISSION",1/8/2013,,119,,405,,1,105,,0,96,,22,,0,12,3,1,1,4,0,0,0,0,80120,8,2,0,4,,6,600,"15-80b",111,111,1,9,0
"2012-023","2012-023-01","2012-023-01-01","2012-023-01-01-01",2/27/2013,1,,"133 S. Ct. 1184","185 L. Ed. 2d 308","2013 U.S. LEXIS 1862",2012,1704,"Roberts","11-1085","AMGEN INC., et al., PETITIONERS v. CONNECTICUT RETIREMENT PLANS AND TRUST FUNDS",11/5/2012,,194,,171,,1,,,0,51,,29,,0,2,,2,1,2,0,0,0,0,80120,8,2,0,4,5,3,365,"NA",109,111,1,6,3
"2012-024","2012-024-01","2012-024-01-01","2012-024-01-01-01",3/4/2013,1,,"133 S. Ct. 1224","185 L. Ed. 2d 343","2013 U.S. LEXIS 1864",2012,1704,"Roberts","11-1351","STEVEN ALAN LEVIN, PETITIONER v. UNITED STATES et al.",1/15/2013,,204,,27,,1,,,0,62,,29,,0,2,2,1,1,4,0,1,0,0,80060,8,1,0,4,,3,374,"NA",109,111,1,9,0
"2012-025","2012-025-01","2012-025-01-01","2012-025-01-01-01",3/19/2013,1,,"133 S. Ct. 1351","185 L. Ed. 2d 392","2013 U.S. LEXIS 2371",2012,1704,"Roberts","11-697","SUPAP KIRTSAENG, DBA BLUECHRISTINE99, PETITIONER v. JOHN WILEY & SONS, INC.",10/29/2012,,117,,220,,1,,,0,96,,22,,1,2,2,1,1,4,0,1,1,0,80190,8,2,0,4,,6,600,"17-106",110,111,1,6,3
"2012-026","2012-026-01","2012-026-01-01","2012-026-01-01-01",3/19/2013,1,,"133 S. Ct. 1345","185 L. Ed. 2d 439","2013 U.S. LEXIS 2370",2012,1704,"Roberts","11-1450","THE STANDARD FIRE INSURANCE COMPANY, PETITIONER v. GREG KNOWLES",1/7/2013,,171,,173,,1,,,0,47,,28,,0,3,9,1,1,5,0,1,0,0,90320,9,2,0,4,,6,600,"28-1332",110,111,1,9,0
"2012-027","2012-027-01","2012-027-01-01","2012-027-01-01-01",3/20/2013,1,,"133 S. Ct. 1326","185 L. Ed. 2d 447","2013 U.S. LEXIS 2373",2012,1704,"Roberts","11-338","DOUG DECKER, IN HIS OFFICIAL CAPACITY AS OREGON STATE FORESTER, et al., PETITIONERS v. NORTHWEST ENVIRONMENTAL DEFENSE CENTER;",12/3/2012,,8,43,150,,1,33,,0,108,,29,,0,12,3,1,1,4,0,1,0,0,80130,8,2,0,4,5,3,338,"NA",106,111,1,7,1
"2012-028","2012-028-01","2012-028-01-01","2012-028-01-01-01",3/20/2013,1,,"133 S. Ct. 1391","185 L. Ed. 2d 471","2013 U.S. LEXIS 2372",2012,1704,"Roberts","12-98","ALDONA WOS, SECRETARY, NORTH CAROLINA DEPARTMENT OF HEALTH AND HUMAN SERVICES, PETITIONER v. E. M. A., A MINOR, BY AND THROUGH HER GUARDIAN AD LITEM, DANIEL H. JOHNSON, et al.",1/8/2013,,19,38,229,,1,,,0,100,,24,,0,5,5,1,1,2,0,0,0,0,100030,10,2,0,4,,3,308,"NA",106,106,1,6,3
"2012-029","2012-029-01","2012-029-01-01","2012-029-01-01-01",2/20/2013,1,,"133 S. Ct. 1059","185 L. Ed. 2d 72","2013 U.S. LEXIS 1612",2012,1704,"Roberts","11-1118","JERRY W. GUNN, et al., PETITIONERS v. VERNON F. MINTON",1/16/2013,,111,,172,,1,,,0,302,51,300,51,1,12,2,2,1,4,0,1,0,0,100030,10,1,0,4,,6,600,"35-102",111,111,1,9,0
"2012-030","2012-030-01","2012-030-01-01","2012-030-01-01-01",3/26/2013,1,,"133 S. Ct. 1409","185 L. Ed. 2d 495","2013 U.S. LEXIS 2542",2012,1704,"Roberts","11-564","FLORIDA, PETITIONER v. JOELIS JARDINES",10/31/2012,,28,12,137,,1,,,0,302,12,300,12,0,11,2,2,1,2,0,0,0,0,10050,1,2,0,2,,2,205,"NA",105,105,1,5,4
"2012-031","2012-031-01","2012-031-01-01","2012-031-01-01-01",3/27/2013,1,,"133 S. Ct. 1426","185 L. Ed. 2d 515","2013 U.S. LEXIS 2544",2012,1704,"Roberts","11-864","COMCAST CORPORATION, et al., PETITIONERS v. CAROLINE BEHREND et al.",11/5/2012,,124,,134,,1,,,0,109,,23,,1,11,2,2,1,3,0,1,0,0,90240,9,1,0,4,,4,400,"NA",105,111,1,5,4
"2012-032","2012-032-01","2012-032-01-01","2012-032-01-01-01",3/27/2013,1,,"133 S. Ct. 1441","185 L. Ed. 2d 531","2013 U.S. LEXIS 2543",2012,1704,"Roberts","11-10362","KIM MILLBROOK, PETITIONER v. UNITED STATES",2/19/2013,,215,,27,,1,,,0,110,,23,,0,2,2,1,1,4,0,1,0,0,80060,8,1,0,4,,3,374,"NA",108,111,1,9,0
"2012-033","2012-033-01","2012-033-01-01","2012-033-01-01-01",4/1/2013,2,,"133 S. Ct. 1446","185 L. Ed. 2d 540","2013 U.S. LEXIS 2546",2012,1704,"Roberts","12-382","JOHN MARSHALL, WARDEN v. OTIS LEE RODGERS",,,19,6,126,,1,,,0,48,,29,,0,12,4,2,1,4,0,1,0,0,20320,2,1,0,2,,2,214,"NA",,111,1,9,0
"2012-034","2012-034-01","2012-034-01-01","2012-034-01-01-01",4/16/2013,1,,"133 S. Ct. 1523","185 L. Ed. 2d 636","2013 U.S. LEXIS 3157",2012,1704,"Roberts","11-1059","GENESIS HEALTHCARE CORPORATION, et al., PETITIONERS v. LAURA SYMCZYK",12/3/2012,,151,,154,,1,,,0,109,,23,,0,2,4,2,1,3,0,0,0,0,70040,7,1,0,4,,3,334,"NA",108,111,1,5,4
"2012-035","2012-035-01","2012-035-01-01","2012-035-01-01-01",4/16/2013,1,"81 U.S. 4236","133 S. Ct. 1537","185 L. Ed. 2d 654","2013 U.S. LEXIS 3156",2012,1704,"Roberts","11-1285","US AIRWAYS, INC., IN ITS CAPACITY AS FIDUCIARY AND PLAN ADMINISTRATOR OF THE US AIRWAYS, INC. EMPLOYEE BENEFITS PLAN, PETITIONER v. JAMES E. MCCUTCHEN et al.",11/27/2012,,104,,145,,1,,,0,111,,23,,0,2,5,2,1,5,0,0,0,0,80090,8,1,0,4,,3,323,"NA",114,106,1,5,4
"2012-036","2012-036-01","2012-036-01-01","2012-036-01-01-01",4/17/2013,1,,"133 S. Ct. 1659","185 L. Ed. 2d 671","2013 U.S. LEXIS 3159",2012,1704,"Roberts","10-1491","ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,10/1/2012,106,,198,,1,,,0,96,,22,,0,11,9,1,1,2,0,0,0,0,90230,9,1,0,4,,6,600,"28-1350",111,111,1,9,0
"2012-037","2012-037-01","2012-037-01-01","2012-037-01-01-01",4/17/2013,1,,"133 S. Ct. 1552","185 L. Ed. 2d 696","2013 U.S. LEXIS 3160",2012,1704,"Roberts","11-1425","MISSOURI, PETITIONER v. G. MCNEELY",1/9/2013,,28,30,137,,1,,,0,302,30,300,30,0,2,2,2,1,2,0,0,0,0,10050,1,2,0,2,7,2,205,"NA",113,105,1,5,4
"2012-038","2012-038-01","2012-038-01-01","2012-038-01-01-01",4/23/2013,1,,"133 S. Ct. 1678","185 L. Ed. 2d 727","2013 U.S. LEXIS 3313",2012,1704,"Roberts","11-702","ADRIAN MONCRIEFFE, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL",10/10/2012,,106,,327,,1,27,,0,302,13,25,,1,2,9,1,1,4,0,1,0,0,20110,2,2,0,4,,3,344,"NA",113,111,1,7,2
"2012-039","2012-039-01","2012-039-01-01","2012-039-01-01-01",4/29/2013,1,,"133 S. Ct. 1709","185 L. Ed. 2d 758","2013 U.S. LEXIS 3317",2012,1704,"Roberts","12-17","MARK J. MCBURNEY, et al., PETITIONERS v. NATHANIEL L. YOUNG, DEPUTY COMMISSIONER AND DIRECTOR, VIRGINIA DIVISION OF CHILD SUPPORT ENFORCEMENT, et al.",2/20/2013,,214,,7,55,1,,,0,126,,24,,1,2,2,1,1,2,0,0,0,0,50040,5,1,0,4,,3,335,"NA",112,111,1,9,0
"2012-040","2012-040-01","2012-040-01-01","2012-040-01-01-01",4/29/2013,6,,"133 S. Ct. 1702","185 L. Ed. 2d 774","2013 U.S. LEXIS 3518",2012,1704,"Roberts","11-9953","JONATHAN EDWARD BOYER, PETITIONER v. LOUISIANA",1/14/2013,,213,,28,22,1,,,0,302,22,301,22,0,11,9,1,1,9,0,0,0,0,90150,9,1,0,3,,2,216,"NA",,111,1,5,4
"2012-041","2012-041-01","2012-041-01-01","2012-041-01-01-01",5/13/2013,1,,"133 S. Ct. 1769","185 L. Ed. 2d 909","2013 U.S. LEXIS 3520",2012,1704,"Roberts","12-52","DAN’S CITY USED CARS, INC., DBA DAN’S CITY AUTO BODY, PETITIONER v. ROBERT PELKEY",3/20/2013,,125,,195,,1,,,0,302,34,300,34,0,6,3,2,1,2,0,0,0,0,100020,10,2,0,4,,6,600,"49-1450 (c) (1)",109,111,1,9,0
"2012-042","2012-042-01","2012-042-01-01","2012-042-01-01-01",5/13/2013,1,,"133 S. Ct. 1754","185 L. Ed. 2d 922","2013 U.S. LEXIS 3521",2012,1704,"Roberts","11-1518","RANDY CURTIS BULLOCK, PETITIONER v. BANKCHAMPAIGN, N. A.",3/18/2013,,138,,135,,1,,,0,42,,31,,0,12,2,1,1,5,0,1,0,0,80030,8,2,0,4,,3,307,"NA",110,111,1,9,0
"2012-043","2012-043-01","2012-043-01-01","2012-043-01-01-01",5/13/2013,1,,"133 S. Ct. 1761","185 L. Ed. 2d 931","2013 U.S. LEXIS 3519",2012,1704,"Roberts","11-796","VERNON HUGH BOWMAN, PETITIONER v. MONSANTO COMPANY et al.",2/19/2013,,152,,128,,1,,,0,69,,8,,0,10,1,2,1,2,0,0,0,0,80180,8,1,0,4,,6,600,"35-154",114,111,1,9,0
"2012-044","2012-044-01","2012-044-01-01","2012-044-01-01-01",5/20/2013,1,,"133 S. Ct. 1863","185 L. Ed. 2d 941","2013 U.S. LEXIS 3838",2012,1704,"Roberts","11-1545","CITY OF ARLINGTON, TEXAS, et al., PETITIONERS v. FEDERAL COMMUNICATIONS COMMISSION et al.",1/16/2013,,3,51,338,,1,,,0,25,,25,,0,11,2,1,1,2,0,1,0,0,90120,9,1,0,5,4,3,326,"NA",105,105,1,6,3
"2012-045","2012-045-01","2012-045-01-01","2012-045-01-01-01",5/20/2013,1,,"133 S. Ct. 1897","185 L. Ed. 2d 972","2013 U.S. LEXIS 3979",2012,1704,"Roberts","12-43","PPL CORPORATION AND SUBSIDIARIES, PETITIONERS v. COMMISSIONER OF INTERNAL REVENUE",2/20/2013,,240,,369,,1,69,,0,23,,23,,0,2,3,2,1,3,0,1,0,0,120010,12,2,0,4,5,3,345,"NA",108,111,1,9,0
"2012-046","2012-046-01","2012-046-01-01","2012-046-01-01-01",5/20/2013,1,,"133 S. Ct. 1781","185 L. Ed. 2d 988","2013 U.S. LEXIS 3839",2012,1704,"Roberts","12-547","LINDA METRISH, WARDEN, PETITIONER v. BURT LANCASTER",4/24/2013,,28,27,126,,1,,,0,81,,26,,1,12,5,2,1,3,0,1,0,0,10020,1,1,0,,,3,341,"NA",109,111,1,9,0
"2012-047","2012-047-01","2012-047-01-01","2012-047-01-01-01",5/20/2013,1,,"133 S. Ct. 1886","185 L. Ed. 2d 1003","2013 U.S. LEXIS 3840",2012,1704,"Roberts","12-236","KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, PETITIONER v. MELISSA CLOER",3/19/2013,,363,,206,,1,63,,0,3,,8,,1,12,11,2,1,2,0,0,0,0,60010,6,2,0,4,,6,600,"42-300 a a",113,111,1,9,0
"2012-048","2012-048-01","2012-048-01-01","2012-048-01-01-01",5/28/2013,1,,"133 S. Ct. 1924","185 L. Ed. 2d 1019","2013 U.S. LEXIS 4068",2012,1704,"Roberts","12-126","GREG MCQUIGGIN, WARDEN, PETITIONER v. FLOYD PERKINS",2/25/2013,,126,,28,27,1,117,27,0,82,,26,,0,2,3,2,1,5,0,1,1,0,10020,1,2,0,5,,3,341,"NA",109,106,1,5,4
